Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States
 Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States
 Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States
 Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States
 State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States
 Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Philippines
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States
 Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 9th, Never-married, Craft-repair, Other-relative, White, Male, Mexico
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female, United-States
 Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female, United-States
 Private, 9th, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, 10th, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female, United-States
 Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Female, United-States
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male, United-States
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, 5th-6th, Never-married, Other-service, Own-child, White, Male, El-Salvador
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, Poland
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Divorced, Other-service, Unmarried, White, Female, France
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States
 Private, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female, United-States
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, United-States
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 11th, Divorced, Machine-op-inspct, Unmarried, Other, Female, Puerto-Rico
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
